order_id,q_standard,q_small,q_box,demand,creation_time,committed_completion_time,load_time,unload_time,pickup_id,delivery_id
20420048,0,1,0,0.5,0:20:42,4:20:42,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
20420049,1,0,0,1,0:20:42,4:20:42,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
20420050,0,1,0,0.5,0:20:42,4:20:42,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
21080051,3,7,0,6.5,0:21:08,4:21:08,1560,1560,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
22190052,0,0,1,0.25,0:22:19,4:22:19,60,60,b6dd694ae05541dba369a2a759d2c2b9,5e2e9efa5ade4984bb18af66028bc0c8
22380053,1,0,3,1.75,0:22:38,4:22:38,420,420,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
22380054,8,0,0,8,0:22:38,4:22:38,1920,1920,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
23390055,1,0,0,1,0:23:39,4:23:39,240,240,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
23480056,2,0,0,2,0:23:48,4:23:48,480,480,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
24140057,1,0,0,1,0:24:14,4:24:14,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
24140058,0,1,0,0.5,0:24:14,4:24:14,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
24140059,0,0,1,0.25,0:24:14,4:24:14,60,60,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
24490060,0,1,0,0.5,0:24:49,4:24:49,120,120,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
24560061,0,1,0,0.5,0:24:56,4:24:56,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
25100062,6,0,0,6,0:25:10,4:25:10,1440,1440,ffd0ed8719f54294a452ed3e3b6a986c,206128e3ee9a458d9cfd053cedc0fad6
26000063,10,0,0,10,0:26:00,4:26:00,2400,2400,5e2e9efa5ade4984bb18af66028bc0c8,32ab2049f3fb437881ff3912470d7840
26070064,2,0,0,2,0:26:07,4:26:07,480,480,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
26070065,1,0,0,1,0:26:07,4:26:07,240,240,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
27410066,0,0,1,0.25,0:27:41,4:27:41,60,60,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
28090067,1,0,0,1,0:28:09,4:28:09,240,240,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
29240068,0,0,2,0.5,0:29:24,4:29:24,120,120,32ab2049f3fb437881ff3912470d7840,5e2e9efa5ade4984bb18af66028bc0c8
29260069,1,0,0,1,0:29:26,4:29:26,240,240,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
29450070,1,1,0,1.5,0:29:45,4:29:45,360,360,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
30230071,0,0,2,0.5,0:30:23,4:30:23,120,120,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
30230072,0,0,1,0.25,0:30:23,4:30:23,60,60,b6dd694ae05541dba369a2a759d2c2b9,5e2e9efa5ade4984bb18af66028bc0c8
31000073,0,1,0,0.5,0:31:00,4:31:00,120,120,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
31230074,0,0,1,0.25,0:31:23,4:31:23,60,60,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
32500075,0,0,1,0.25,0:32:50,4:32:50,60,60,5e2e9efa5ade4984bb18af66028bc0c8,b6dd694ae05541dba369a2a759d2c2b9
33050076,0,3,0,1.5,0:33:05,4:33:05,360,360,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
33560077,1,0,0,1,0:33:56,4:33:56,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
33560078,0,0,2,0.5,0:33:56,4:33:56,120,120,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
33560079,1,0,0,1,0:33:56,4:33:56,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
33590080,1,0,0,1,0:33:59,4:33:59,240,240,d1f8de642d734931be957336196d996d,9f1a09c368584eba9e7f10a53d55caae
34120081,1,0,0,1,0:34:12,4:34:12,240,240,d1f8de642d734931be957336196d996d,9f1a09c368584eba9e7f10a53d55caae
34360082,0,0,1,0.25,0:34:36,4:34:36,60,60,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
34430083,11,0,0,11,0:34:43,4:34:43,2640,2640,5e2e9efa5ade4984bb18af66028bc0c8,9b40bfd6ca1c432498685540652a5a8b
34500084,0,1,0,0.5,0:34:50,4:34:50,120,120,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
34500085,0,0,1,0.25,0:34:50,4:34:50,60,60,2445d4bd004c457d95957d6ecf77f759,5e2e9efa5ade4984bb18af66028bc0c8
34500086,0,1,0,0.5,0:34:50,4:34:50,120,120,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
34500087,1,0,0,1,0:34:50,4:34:50,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
35540088,9,0,0,9,0:35:54,4:35:54,2160,2160,9f1a09c368584eba9e7f10a53d55caae,2445d4bd004c457d95957d6ecf77f759
36260089,0,0,1,0.25,0:36:26,4:36:26,60,60,9f1a09c368584eba9e7f10a53d55caae,ffd0ed8719f54294a452ed3e3b6a986c
36310090,4,0,0,4,0:36:31,4:36:31,960,960,b6dd694ae05541dba369a2a759d2c2b9,ee187c7680604a9fa1f3d3837610c11a
37480091,0,0,1,0.25,0:37:48,4:37:48,60,60,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
38330092,0,1,0,0.5,0:38:33,4:38:33,120,120,32ab2049f3fb437881ff3912470d7840,f6faef4b36e743328800b961aced4a2c
38430093,0,0,2,0.5,0:38:43,4:38:43,120,120,5e2e9efa5ade4984bb18af66028bc0c8,b6dd694ae05541dba369a2a759d2c2b9
41290094,1,0,0,1,0:41:29,4:41:29,240,240,62cbdc8fbbc5452da72e83705b4e19af,7b84670cf4164cccba22ebb17a2c290a
41480095,0,0,1,0.25,0:41:48,4:41:48,60,60,d1f8de642d734931be957336196d996d,f6faef4b36e743328800b961aced4a2c
41510096,1,0,0,1,0:41:51,4:41:51,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
41510097,1,0,0,1,0:41:51,4:41:51,240,240,2445d4bd004c457d95957d6ecf77f759,5e2e9efa5ade4984bb18af66028bc0c8
41550098,0,0,2,0.5,0:41:55,4:41:55,120,120,5e2e9efa5ade4984bb18af66028bc0c8,9b40bfd6ca1c432498685540652a5a8b
42090099,0,1,0,0.5,0:42:09,4:42:09,120,120,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
42210100,1,3,0,2.5,0:42:21,4:42:21,600,600,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
42580101,0,0,4,1,0:42:58,4:42:58,240,240,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
43460102,0,0,1,0.25,0:43:46,4:43:46,60,60,5e2e9efa5ade4984bb18af66028bc0c8,b6dd694ae05541dba369a2a759d2c2b9
44580103,0,1,0,0.5,0:44:58,4:44:58,120,120,8479328003a8427ca68b7600f0ac7045,f6faef4b36e743328800b961aced4a2c
45290104,0,4,0,2,0:45:29,4:45:29,480,480,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
45380105,0,0,3,0.75,0:45:38,4:45:38,180,180,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
46440106,0,0,1,0.25,0:46:44,4:46:44,60,60,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
47010107,1,0,0,1,0:47:01,4:47:01,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
47010108,1,0,0,1,0:47:01,4:47:01,240,240,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
47570109,0,0,2,0.5,0:47:57,4:47:57,120,120,5e2e9efa5ade4984bb18af66028bc0c8,32ab2049f3fb437881ff3912470d7840
48180110,1,0,0,1,0:48:18,4:48:18,240,240,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
48270111,1,0,0,1,0:48:27,4:48:27,240,240,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
48460112,0,1,0,0.5,0:48:46,4:48:46,120,120,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
48580113,2,0,0,2,0:48:58,4:48:58,480,480,f6faef4b36e743328800b961aced4a2c,5e2e9efa5ade4984bb18af66028bc0c8
50390114,2,0,0,2,0:50:39,4:50:39,480,480,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
51230115,14,0,0,14,0:51:23,4:51:23,3360,3360,9f1a09c368584eba9e7f10a53d55caae,2445d4bd004c457d95957d6ecf77f759
55180116,0,0,2,0.5,0:55:18,4:55:18,120,120,5920212e6b0b46b198b9677bfe74f35d,206128e3ee9a458d9cfd053cedc0fad6
55460117,0,1,0,0.5,0:55:46,4:55:46,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
57040118,0,0,2,0.5,0:57:04,4:57:04,120,120,ffd0ed8719f54294a452ed3e3b6a986c,f6faef4b36e743328800b961aced4a2c
58420119,0,1,0,0.5,0:58:42,4:58:42,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
100050120,0,0,1,0.25,1:00:05,5:00:05,60,60,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
104320121,1,0,0,1,1:04:32,5:04:32,240,240,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
108080122,0,0,1,0.25,1:08:08,5:08:08,60,60,5920212e6b0b46b198b9677bfe74f35d,b6dd694ae05541dba369a2a759d2c2b9
207390123,2,2,0,3,2:07:39,6:07:39,720,720,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
209340124,0,1,0,0.5,2:09:34,6:09:34,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
218360125,0,1,0,0.5,2:18:36,6:18:36,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
218360126,0,1,0,0.5,2:18:36,6:18:36,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
218420127,0,1,0,0.5,2:18:42,6:18:42,120,120,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
222170128,0,1,0,0.5,2:22:17,6:22:17,120,120,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
227150129,0,1,0,0.5,2:27:15,6:27:15,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
228400130,0,1,0,0.5,2:28:40,6:28:40,120,120,5920212e6b0b46b198b9677bfe74f35d,9f1a09c368584eba9e7f10a53d55caae
230280131,0,0,1,0.25,2:30:28,6:30:28,60,60,ffd0ed8719f54294a452ed3e3b6a986c,f6faef4b36e743328800b961aced4a2c
231170132,0,1,1,0.75,2:31:17,6:31:17,180,180,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
234560133,0,1,0,0.5,2:34:56,6:34:56,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
236440134,1,0,0,1,2:36:44,6:36:44,240,240,ffd0ed8719f54294a452ed3e3b6a986c,206128e3ee9a458d9cfd053cedc0fad6
237520135,2,3,0,3.5,2:37:52,6:37:52,840,840,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
237570136,0,1,0,0.5,2:37:57,6:37:57,120,120,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
237570137,0,1,0,0.5,2:37:57,6:37:57,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
237590138,0,1,0,0.5,2:37:59,6:37:59,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
242120139,1,0,0,1,2:42:12,6:42:12,240,240,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
243440140,0,0,1,0.25,2:43:44,6:43:44,60,60,5920212e6b0b46b198b9677bfe74f35d,b6dd694ae05541dba369a2a759d2c2b9
244280141,1,0,0,1,2:44:28,6:44:28,240,240,ffd0ed8719f54294a452ed3e3b6a986c,206128e3ee9a458d9cfd053cedc0fad6
244540142,6,0,0,6,2:44:54,6:44:54,1440,1440,ffd0ed8719f54294a452ed3e3b6a986c,206128e3ee9a458d9cfd053cedc0fad6
247250143,1,0,0,1,2:47:25,6:47:25,240,240,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
248070144,0,1,0,0.5,2:48:07,6:48:07,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
248330145,0,1,0,0.5,2:48:33,6:48:33,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
248470146,1,0,0,1,2:48:47,6:48:47,240,240,d1f8de642d734931be957336196d996d,f6faef4b36e743328800b961aced4a2c
249340147,1,0,0,1,2:49:34,6:49:34,240,240,d1f8de642d734931be957336196d996d,6ac617af0ea04e9bbbc3b206d86d73a6
249460148,1,0,0,1,2:49:46,6:49:46,240,240,62cbdc8fbbc5452da72e83705b4e19af,7b84670cf4164cccba22ebb17a2c290a
258450149,4,5,0,6.5,2:58:45,6:58:45,1560,1560,2445d4bd004c457d95957d6ecf77f759,b6dd694ae05541dba369a2a759d2c2b9
300150150,0,0,1,0.25,3:00:15,7:00:15,60,60,d1f8de642d734931be957336196d996d,f6faef4b36e743328800b961aced4a2c
300260151,0,0,1,0.25,3:00:26,7:00:26,60,60,ffd0ed8719f54294a452ed3e3b6a986c,f6faef4b36e743328800b961aced4a2c
303530152,0,3,0,1.5,3:03:53,7:03:53,360,360,f6faef4b36e743328800b961aced4a2c,b6dd694ae05541dba369a2a759d2c2b9
304120153,0,0,2,0.5,3:04:12,7:04:12,120,120,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
304560154,0,1,0,0.5,3:04:56,7:04:56,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
304560155,0,1,0,0.5,3:04:56,7:04:56,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
305220156,4,0,0,4,3:05:22,7:05:22,960,960,2445d4bd004c457d95957d6ecf77f759,5e2e9efa5ade4984bb18af66028bc0c8
306210157,0,0,2,0.5,3:06:21,7:06:21,120,120,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
307460158,12,10,0,17,3:07:46,7:07:46,4080,4080,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
308560159,1,0,0,1,3:08:56,7:08:56,240,240,ffd0ed8719f54294a452ed3e3b6a986c,9f1a09c368584eba9e7f10a53d55caae
309100160,0,0,1,0.25,3:09:10,7:09:10,60,60,ee187c7680604a9fa1f3d3837610c11a,b6dd694ae05541dba369a2a759d2c2b9
309150161,1,0,0,1,3:09:15,7:09:15,240,240,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
309240162,0,1,0,0.5,3:09:24,7:09:24,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
309380163,0,0,1,0.25,3:09:38,7:09:38,60,60,5e2e9efa5ade4984bb18af66028bc0c8,f6faef4b36e743328800b961aced4a2c
310090164,1,0,0,1,3:10:09,7:10:09,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
310250165,0,0,2,0.5,3:10:25,7:10:25,120,120,b6dd694ae05541dba369a2a759d2c2b9,5e2e9efa5ade4984bb18af66028bc0c8
311310166,0,2,0,1,3:11:31,7:11:31,240,240,b6dd694ae05541dba369a2a759d2c2b9,5e2e9efa5ade4984bb18af66028bc0c8
313380167,1,0,0,1,3:13:38,7:13:38,240,240,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
315180168,0,1,0,0.5,3:15:18,7:15:18,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
315580169,1,0,0,1,3:15:58,7:15:58,240,240,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
316360170,0,0,2,0.5,3:16:36,7:16:36,120,120,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
316500171,0,0,1,0.25,3:16:50,7:16:50,60,60,32ab2049f3fb437881ff3912470d7840,5e2e9efa5ade4984bb18af66028bc0c8
316550172,1,0,0,1,3:16:55,7:16:55,240,240,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
318030173,1,0,0,1,3:18:03,7:18:03,240,240,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
318150174,0,0,1,0.25,3:18:15,7:18:15,60,60,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
318410175,4,0,0,4,3:18:41,7:18:41,960,960,2445d4bd004c457d95957d6ecf77f759,5e2e9efa5ade4984bb18af66028bc0c8
318480176,0,1,0,0.5,3:18:48,7:18:48,120,120,2445d4bd004c457d95957d6ecf77f759,206128e3ee9a458d9cfd053cedc0fad6
319440177,1,0,0,1,3:19:44,7:19:44,240,240,62cbdc8fbbc5452da72e83705b4e19af,7b84670cf4164cccba22ebb17a2c290a
319460178,0,0,1,0.25,3:19:46,7:19:46,60,60,ffd0ed8719f54294a452ed3e3b6a986c,f6faef4b36e743328800b961aced4a2c
320140179,0,0,2,0.5,3:20:14,7:20:14,120,120,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
322100180,0,0,2,0.5,3:22:10,7:22:10,120,120,d1f8de642d734931be957336196d996d,b6dd694ae05541dba369a2a759d2c2b9
322400181,0,1,0,0.5,3:22:40,7:22:40,120,120,2445d4bd004c457d95957d6ecf77f759,5e2e9efa5ade4984bb18af66028bc0c8
322400182,0,1,0,0.5,3:22:40,7:22:40,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
323220183,0,1,0,0.5,3:23:22,7:23:22,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
323220184,0,1,0,0.5,3:23:22,7:23:22,120,120,2445d4bd004c457d95957d6ecf77f759,9f1a09c368584eba9e7f10a53d55caae
323360185,4,0,0,4,3:23:36,7:23:36,960,960,b6dd694ae05541dba369a2a759d2c2b9,ee187c7680604a9fa1f3d3837610c11a
323410186,0,1,0,0.5,3:23:41,7:23:41,120,120,9b40bfd6ca1c432498685540652a5a8b,5e2e9efa5ade4984bb18af66028bc0c8
323500187,0,0,1,0.25,3:23:50,7:23:50,60,60,b6dd694ae05541dba369a2a759d2c2b9,f6faef4b36e743328800b961aced4a2c
325130188,1,1,0,1.5,3:25:13,7:25:13,360,360,9b40bfd6ca1c432498685540652a5a8b,32ab2049f3fb437881ff3912470d7840
325130189,0,2,1,1.25,3:25:13,7:25:13,300,300,9b40bfd6ca1c432498685540652a5a8b,32ab2049f3fb437881ff3912470d7840
325200190,4,2,0,5,3:25:20,7:25:20,1200,1200,2445d4bd004c457d95957d6ecf77f759,f6faef4b36e743328800b961aced4a2c
