order_id,q_standard,q_small,q_box,demand,creation_time,committed_completion_time,load_time,unload_time,pickup_id,delivery_id
1652540036,0,0,1,0.25,16:52:54,20:52:54,60,60,707d2dad46ab496e97305cc2e3ae8cf2,fa366fc87a124d32926daa5bb093129f
1655170037,0,1,0,0.5,16:55:17,20:55:17,120,120,681162833e354d329df2b7aff119f015,5fda6fea62824ea1a9f8d94a2f2d997d
1712050038,0,1,0,0.5,17:12:05,21:12:05,120,120,0ca31f8c354b4ab78899ad6dfbd632fa,3ad35edbd14b4dae8e5808d0b7e82a1a
1714390039,0,0,1,0.25,17:14:39,21:14:39,60,60,85a5e0d0db8746a8bb82de9c72fb4cfe,b4258aba02fe457889bff20abcd3c10e
1857550040,0,0,1,0.25,18:57:55,22:57:55,60,60,7ddb093d3d5d4b0397575e9f8b718386,84837bc48a2846cda5895e07912c6a91
1932140041,0,1,0,0.5,19:32:14,23:32:14,120,120,9b02d5056bcf48abba07259bb3ca9396,c4e793f5dc5a4026b54f5b9925de1196
1943170042,0,0,1,0.25,19:43:17,23:43:17,60,60,4a85fbdd319140dd83f55766289d365f,fc583f43dd594e1fbc333052a2e5fb30
1956090043,0,0,1,0.25,19:56:09,23:56:09,60,60,c174cfe9fcbf4f1b82095941a49f7bd9,9e692abf321146bebb9917f3ada777d4
2030120044,0,1,0,0.5,20:30:12,00:30:12,120,120,e723c30f335b4391ad73fbccdfb67d1e,84837bc48a2846cda5895e07912c6a91
2041400045,0,1,0,0.5,20:41:40,00:41:40,120,120,9829a9e1f6874f28b33b57a7a42bb49f,74e91fb64c7346269d555cec8a2cfb73
2049480046,1,0,0,1.0,20:49:48,00:49:48,240,240,6c9f8a62eff74e589c081de647f8eb3e,4291ef6305424140bbfaffff64fe7547
2151400047,2,1,0,2.5,21:51:40,01:51:40,600,600,263739de27764618a7e699260cdfdd31,797fe83c0ac14a3c8724aa4d9ce0049a
2200140048,0,0,1,0.25,22:00:14,02:00:14,60,60,c0979c05f2c44e6fa7c5e42ae9aa977e,dd538f8238a5430b8135b89b8afe2511
2328450049,0,0,1,0.25,23:28:45,03:28:45,60,60,be79e1dcfff84bca9677a61c7fd5b5a6,2445d4bd004c457d95957d6ecf77f759
2357490050,0,0,1,0.25,23:57:49,03:57:49,60,60,c174cfe9fcbf4f1b82095941a49f7bd9,f5264a9b32c94706a8bc981ab961952a
